,mean_abs_shap
Out_e0,0.15526732603212953
CN,0.13655803676475686
L_bond,0.1271016880681501
First_IE0,0.07073518919656166
R0,0.061689759778899136
phi,0.050938419179339736
psi1,0.04365798996512485
Np0,0.020291885192584375
Out_e1,0.020289501662077946
Nd1,0.008819224239464636
